id,cue,response,response_position,response_level,gender,education
165,aptitude,achievement,2,2,female,high school
165,aptitude,accomplishment,3,2,female,high school
165,aptitude,mastery,4,2,female,high school
165,aptitude,prowess,5,2,female,high school
165,logic,brain,1,2,female,high school
165,logic,objective,2,2,female,high school
165,logic,evidence,3,2,female,high school
165,logic,abstract,4,2,female,high school
165,logic,conclusion,5,2,female,high school
166,algorithm,algorithmic trading,1,2,female,high school
166,algorithm,stock market,2,2,female,high school
166,algorithm,high-frequency,3,2,female,high school
166,algorithm,finance,4,2,female,high school
166,algorithm,decisions,5,2,female,high school
166,neuroscience,synapses,1,2,female,high school
166,neuroscience,neurotransmitters,2,2,female,high school
166,neuroscience,mri,3,2,female,high school
166,neuroscience,learning,4,2,female,high school
166,neuroscience,plasticity,5,2,female,high school
166,artificial,artificial turf,1,2,female,high school
166,artificial,lab-created,2,2,female,high school
166,artificial,faux,3,2,female,high school
166,artificial,assembled,4,2,female,high school
166,artificial,modified,5,2,female,high school
166,computing,cpu,1,2,female,high school
166,computing,motherboard,2,2,female,high school
166,computing,innovation,3,2,female,high school
166,computing,tech,4,2,female,high school
166,computing,silicon,5,2,female,high school
166,data,structured,1,2,female,high school
166,data,unstructured,2,2,female,high school
166,data,coding,3,2,female,high school
166,data,query,4,2,female,high school
166,data,predictive,5,2,female,high school
167,academia,lectures,1,2,female,high school
167,academia,publications,2,2,female,high school
167,academia,conferences,3,2,female,high school
167,academia,peer-review,4,2,female,high school
167,academia,journals,5,2,female,high school
167,scholarship,tuition,1,2,female,high school
167,scholarship,awards,2,2,female,high school
167,scholarship,financial aid,3,2,female,high school
167,scholarship,study,4,2,female,high school
167,scholarship,opportunity,5,2,female,high school
167,research,sources,1,2,female,high school
167,research,variables,2,2,female,high school
167,research,control-group,3,2,female,high school
167,research,framework,4,2,female,high school
167,research,conclusion,5,2,female,high school
167,intelligence quotient,neuroscience,1,2,female,high school
167,intelligence quotient,potential,2,2,female,high school
167,intelligence quotient,quotient,3,2,female,high school
167,intelligence quotient,eq,4,2,female,high school
167,intelligence quotient,wechsler,5,2,female,high school
167,expertise,authority,1,2,female,high school
167,expertise,proficiency,2,2,female,high school
167,expertise,intelligence,3,2,female,high school
167,expertise,understanding,4,2,female,high school
167,expertise,insight,5,2,female,high school
168,reasoning,logic,1,2,female,high school
168,reasoning,critical thinking,2,2,female,high school
168,reasoning,argument,3,2,female,high school
168,reasoning,decision,4,2,female,high school
168,reasoning,rationality,5,2,female,high school
168,analytical,research,1,2,female,high school
168,analytical,methodical,2,2,female,high school
168,analytical,scientific,3,2,female,high school
168,analytical,quantitative,4,2,female,high school
168,analytical,investigation,5,2,female,high school
168,critical thinking,decision-making,1,2,female,high school
168,critical thinking,intelligence,2,2,female,high school
168,critical thinking,curiosity,3,2,female,high school
168,critical thinking,evaluation,4,2,female,high school
168,critical thinking,understanding,5,2,female,high school
168,intelligence agency,kgb,1,2,female,high school
168,intelligence agency,cold war,2,2,female,high school
168,intelligence agency,interrogation,3,2,female,high school
168,intelligence agency,sleeper cells,4,2,female,high school
168,intelligence agency,undercover,5,2,female,high school
168,strategy,risk,1,2,female,high school
168,strategy,management,2,2,female,high school
168,strategy,map,3,2,female,high school
168,strategy,innovation,4,2,female,high school
168,strategy,think,5,2,female,high school
169,linguistics,acoustic phonetics,1,2,female,high school
169,linguistics,articulatory phonetics,2,2,female,high school
169,linguistics,psycholinguistics,3,2,female,high school
169,linguistics,language disorders,4,2,female,high school
169,linguistics,speech pathology,5,2,female,high school
169,mathematics,puzzles,1,2,female,high school
169,mathematics,models,2,2,female,high school
169,mathematics,scientific,3,2,female,high school
169,mathematics,hypothesis,4,2,female,high school
169,mathematics,precision,5,2,female,high school
169,philosophy,confucius,1,2,female,high school
169,philosophy,debate,2,2,female,high school
169,philosophy,ancient,3,2,female,high school
169,philosophy,analysis,4,2,female,high school
169,philosophy,principle,5,2,female,high school
169,physics,big bang,1,2,female,high school
169,physics,neutrons,2,2,female,high school
169,physics,protons,3,2,female,high school
169,physics,dark matter,4,2,female,high school
169,physics,expansion,5,2,female,high school
169,psychology,development,1,2,female,high school
169,psychology,personality,2,2,female,high school
169,psychology,counseling,3,2,female,high school
169,psychology,cognitive-behavioral,4,2,female,high school
169,psychology,conditioning,5,2,female,high school
170,memory,flashback,1,2,female,high school
170,memory,mind,2,2,female,high school
170,memory,thought,3,2,female,high school
170,memory,rememberance,4,2,female,high school
170,memory,childhood,5,2,female,high school
170,consciousness,brains,1,2,female,high school
170,consciousness,mental,2,2,female,high school
170,consciousness,subjectivity,3,2,female,high school
170,consciousness,clarity,4,2,female,high school
170,consciousness,emotion,5,2,female,high school
170,awareness,wokeness,1,2,female,high school
170,awareness,activism,2,2,female,high school
170,awareness,thoughtfulness,3,2,female,high school
170,awareness,presence,4,2,female,high school
170,awareness,engagement,5,2,female,high school
170,mental capacity,rationality,1,2,female,high school
170,mental capacity,logic,2,2,female,high school
170,mental capacity,creativity,3,2,female,high school
170,mental capacity,intellectual,4,2,female,high school
170,mental capacity,capacity,5,2,female,high school
170,intellectual,cognition,1,2,female,high school
170,intellectual,perception,2,2,female,high school
170,intellectual,inquiry,3,2,female,high school
170,intellectual,study,4,2,female,high school
170,intellectual,erudite,5,2,female,high school
171,wisdom,discernment,1,2,female,high school
171,wisdom,clarity,2,2,female,high school
171,wisdom,common sense,3,2,female,high school
171,wisdom,sophistication,4,2,female,high school
171,wisdom,expertise,5,2,female,high school
171,learning,books,1,2,female,high school
171,learning,classroom,2,2,female,high school
171,learning,knowledge,3,2,female,high school
171,learning,teacher,4,2,female,high school
171,learning,growth,5,2,female,high school
171,brainpower,mindfulness,1,2,female,high school
171,brainpower,clarity,2,2,female,high school
171,brainpower,agility,3,2,female,high school
171,brainpower,efficiency,4,2,female,high school
171,brainpower,intellectual,5,2,female,high school
171,insight,observation,1,2,female,high school
171,insight,mindfulness,2,2,female,high school
171,insight,sensitivity,3,2,female,high school
171,insight,impression,4,2,female,high school
171,insight,cognizance,5,2,female,high school
171,creativity,invention,1,2,female,high school
171,creativity,problem-solving,2,2,female,high school
171,creativity,design,3,2,female,high school
171,creativity,music,4,2,female,high school
171,creativity,writing,5,2,female,high school
172,knowledge,expertise,1,2,female,high school
172,knowledge,skills,2,2,female,high school
172,knowledge,mastery,3,2,female,high school
172,knowledge,data,4,2,female,high school
172,knowledge,science,5,2,female,high school
172,understanding,depth,1,2,female,high school
172,understanding,connection,2,2,female,high school
172,understanding,logic,3,2,female,high school
172,understanding,sensitivity,4,2,female,high school
172,understanding,intelligence,5,2,female,high school
172,acumen,proficient,1,2,female,high school
172,acumen,competence,2,2,female,high school
172,acumen,talent,3,2,female,high school
172,acumen,ingenuity,4,2,female,high school
172,acumen,intuition,5,2,female,high school
172,intellect,brain,1,2,female,high school
172,intellect,thought,2,2,female,high school
172,intellect,analysis,3,2,female,high school
172,intellect,reason,4,2,female,high school
172,intellect,comprehension,5,2,female,high school
172,perception,feelings,1,2,female,high school
172,perception,perception,2,2,female,high school
172,perception,intuition,3,2,female,high school
172,perception,discernment,4,2,female,high school
172,perception,perception,5,2,female,high school
173,analysis,study,1,2,female,high school
173,analysis,charts,2,2,female,high school
173,analysis,inference,3,2,female,high school
173,analysis,results,4,2,female,high school
173,analysis,solutions,5,2,female,high school
173,problem-solving,algorithm,1,2,female,high school
173,problem-solving,computation,2,2,female,high school
173,problem-solving,heuristic,3,2,female,high school
173,problem-solving,evaluation,4,2,female,high school
173,problem-solving,conclusion,5,2,female,high school
173,aptitude,psychometrics,1,2,female,high school
173,aptitude,standardized,2,2,female,high school
173,aptitude,sat,3,2,female,high school
173,aptitude,act,4,2,female,high school
173,aptitude,iq,5,2,female,high school
173,innovation,biotech,1,2,female,high school
173,innovation,ai,2,2,female,high school
173,innovation,quantum,3,2,female,high school
173,innovation,nanotech,4,2,female,high school
173,innovation,robotics,5,2,female,high school
173,iq,education,1,2,female,high school
173,iq,problem-solving,2,2,female,high school
173,iq,aptitude,3,2,female,high school
173,iq,quotient,4,2,female,high school
173,iq,potential,5,2,female,high school
174,comprehension,listening,1,2,female,high school
174,comprehension,communication,2,2,female,high school
174,comprehension,education,3,2,female,high school
174,comprehension,knowledge,4,2,female,high school
174,comprehension,context,5,2,female,high school
174,awareness,education,1,2,female,high school
174,awareness,informing,2,2,female,high school
174,awareness,vigilance,3,2,female,high school
174,awareness,attention,4,2,female,high school
174,awareness,insight,5,2,female,high school
174,genius,curie,1,2,female,high school
